record_id,source_type,title,inclusion_decision,confidence_level,analysis_rationale
CANON-00260,ACADEMIC_STUDY,"Kiến thức, thái độ và thực hành ứng dụng trí tuệ nhân tạo trong học tập của sinh viên Điều dưỡng tại Đại học Y Dược Thành phố Hồ Chí Minh",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00261,ACADEMIC_STUDY,Coronary CT Angiography-Derived Fractional Flow Reserve in Asia and the United States: 2025 Status Update.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00262,ACADEMIC_STUDY,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00263,ACADEMIC_STUDY,Ensemble learning of myocardial displacements for myocardial infarction detection in echocardiography.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00264,ACADEMIC_STUDY,Editorial: Multiparametric stress echocardiography in stable CAD patients. How technological advances may transform diagnosis and prognosis,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00265,ACADEMIC_STUDY,The Diagnosis of Dengue in Patients Presenting With Acute Febrile Illness Using Supervised Machine Learning and Impact of Seasonality.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00266,ACADEMIC_STUDY,Deployment and validation of an AI system for detecting abnormal chest radiographs in clinical settings.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00267,ACADEMIC_STUDY,"Measuring adherence, acceptability and likability of an artificial-intelligence-based, gamified phone application to improve the quality of dietary choices of adolescents in Ghana and Vietnam: Protocol of a randomized controlled pilot test.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00268,ACADEMIC_STUDY,Editorial: ICYMARE – early career researchers in marine science,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00269,ACADEMIC_STUDY,Humanizing pulmonary care in the era of acoustic artificial intelligence: toward global health equity,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00270,ACADEMIC_STUDY,Editorial: Tick-borne Bunyaviruses: an emerging public health threat,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00271,ACADEMIC_STUDY,UET175: EEG dataset of motor imagery tasks in Vietnamese stroke patients,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00272,ACADEMIC_STUDY,"Editorial: Promoting innovative learning-oriented feedback practice: engagement, challenges, and solutions",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00273,ACADEMIC_STUDY,"Global, regional, and national burdens of rheumatoid arthritis among people aged 60 years and older from 1990 to 2021: a trend analysis for the Global Burden of Disease Study 2021.",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00274,ACADEMIC_STUDY,Correction: Deep learning neural networks-based traffic predictors for V2X communication networks,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00275,ACADEMIC_STUDY,Editorial: Accelerating to 2030 - doubling down on HIV prevention to end HIV/AIDS as a public health threat,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00276,ACADEMIC_STUDY,"Development of Machine Learning and Deep Learning Prediction Models for PM2.5 in Ho Chi Minh City, Vietnam",EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00277,ACADEMIC_STUDY,Cross-Cultural Identification of Acoustic Voice Features for Depression: A Cross-Sectional Study of Vietnamese and Japanese Datasets.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00278,ACADEMIC_STUDY,The Utilization of Machine Learning Algorithms for Assisting Physicians in the Diagnosis of Diabetes.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00279,ACADEMIC_STUDY,Reliability of Automated Cephalometric Analysis: A Comparative Assessment of Stratification Strategies Based on Chronological Age Versus Dentition Stage,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00280,ACADEMIC_STUDY,An Integrated Fuzzy AHP and Fuzzy TOPSIS Approach to Assess Sustainable Urban Development in an Emerging Economy.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00281,ACADEMIC_STUDY,Curious but Unprepared: Healthcare Students’ Perspectives on AI and Robotics in Care and the Need for Curriculum Reform,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00282,ACADEMIC_STUDY,Applied Hedge Algebra Approach with Multilingual Large Language Models to Extract Hidden Rules in Datasets for Improvement of Generative AI Applications,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00283,ACADEMIC_STUDY,Artificial Intelligence vs. Natural Stupidity: Evaluating AI readiness for the Vietnamese Medical Information System.,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00284,ACADEMIC_STUDY,The Nexus Between Green Finance and Artificial Intelligence: A Systemic Bibliometric Analysis Based on Web of Science Database,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00285,ACADEMIC_STUDY,AI-Driven Methane Emission Prediction in Rice Paddies: A Machine Learning and Explainability Framework,EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00286,ACADEMIC_STUDY,A Review of Earth Observation-Based Drought Studies in Southeast Asia,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00287,ACADEMIC_STUDY,Sepsis Mortality Prediction Using Wearable Monitoring in Low-Middle Income Countries.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00288,ACADEMIC_STUDY,Classification of Tetanus Severity in Intensive-Care Settings for Low-Income Countries Using Wearable Sensing.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00289,ACADEMIC_STUDY,Energy Poverty and Health Expenditure: Empirical Evidence from Vietnam,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00290,ACADEMIC_STUDY,Computer-Aided Detection for Chest Radiography to Improve the Quality of Tuberculosis Diagnosis in Vietnam's District Health Facilities: An Implementation Study.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00291,ACADEMIC_STUDY,Employment Opportunities Created By Artificial Intelligence (Ai),EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00292,ACADEMIC_STUDY,Regular Issue,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00293,ACADEMIC_STUDY,Karasteristik Sistem Pelayanan Angkutan Perkotaan Di Kota Makassar,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00294,ACADEMIC_STUDY,Automated 12-Lead Electrocardiograms (ECG) Digitization and WaveForm DataBase (WFDB) Standardization: Insights from Vietnamese Clinical Data.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00295,ACADEMIC_STUDY,Prediction of building subsidence in Vietnam using machine learning techniques based on leveling results,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00296,ACADEMIC_STUDY,Editorial,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00297,ACADEMIC_STUDY,An Android-Based mHealth App for Color Vision Screening and Career Guidance: Design and Validation,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00298,ACADEMIC_STUDY,The evidence for evidence-based medicine,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00299,ACADEMIC_STUDY,From COVID-19 to Nipah virus preparedness in low- and middle-income countries: Re-centering points of decision and responsible AI,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00300,ACADEMIC_STUDY,Fluid-sparing hyperoncotic albumin in severe dengue: A retrospective case series,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00301,ACADEMIC_STUDY,"Commemorating Roberto M Lang: The Man Who Knew How to Capture the Depth, Surface Texture, and Spirit of the Heart",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00302,ACADEMIC_STUDY,Percutaneous versus Surgical Coronary Revascularization: The Heart Wins Either Way,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00303,ACADEMIC_STUDY,"Effectiveness of artificial intelligence for diabetic retinopathy screening in community in Binh Dinh Province, Vietnam.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00304,ACADEMIC_STUDY,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00305,ACADEMIC_STUDY,AI for Sustainable Development in Middle-Income Southeast Asia,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00306,ACADEMIC_STUDY,Optimizing machine learning models for enhanced forest fire susceptibility mapping in Gia Lai province,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00307,ACADEMIC_STUDY,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00308,ACADEMIC_STUDY,Feasibility and accuracy of artificial intelligence for automatic qualification of two-dimensional and three-dimensional left ventricular ejection fraction and global longitudinal strain in echocardiography,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00309,ACADEMIC_STUDY,COPD-related mechanisms and risk signatures of cognitive impairment in the aging population,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00310,ACADEMIC_STUDY,Which Works Best for Vietnamese? A Practical Study of Information Retrieval Methods across Domains,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00311,ACADEMIC_STUDY,Real-Time Magnetic Tracking and Diagnosis of COVID-19 via Machine Learning,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00312,ACADEMIC_STUDY,Real-time Speech Summarization for Medical Conversations,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00313,ACADEMIC_STUDY,Sentiment Reasoning for Healthcare,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00314,ACADEMIC_STUDY,"Application of machine learning models to predict the relationship between air pollution, ecosystem degradation, and health disparities and lung cancer in Vietnam",EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00315,ACADEMIC_STUDY,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries: A Pilot Study,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00316,ACADEMIC_STUDY,A Hybrid Architecture for Multi-Stage Claim Document Understanding: Combining Vision-Language Models and Machine Learning for Real-Time Processing,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00317,ACADEMIC_STUDY,ViHERMES: A Graph-Grounded Multihop Question Answering Benchmark and System for Vietnamese Healthcare Regulations,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00318,ACADEMIC_STUDY,PSF-Med: Measuring and Explaining Paraphrase Sensitivity in Medical Vision Language Models,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00319,ACADEMIC_STUDY,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00320,ACADEMIC_STUDY,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00321,ACADEMIC_STUDY,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00322,ACADEMIC_STUDY,Forecasting HIV Treatment loss of follow up rate Using Deep Learning and Survival Analysis in Ho Chi Minh City,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00323,ACADEMIC_STUDY,"&amp;#160;Air Emission Inventory and AI- based Air Quality Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00324,ACADEMIC_STUDY,APPLICATION OF ARTIFICIAL INTELLIGENCE TO DEVELOP A MODEL FOR IDENTIFYING MANIA BASED ON VOICE: PRELIMINARY RESULTS,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00325,ACADEMIC_STUDY,An efficient human activity recognition model based on deep learning approaches,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00326,ACADEMIC_STUDY,Comprehensive Overview of Artificial Intelligence Applications in Biomedical Research and Precision Medicine (2024–2026),EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00327,ACADEMIC_STUDY,Comprehensive Overview of Artificial Intelligence Applications in Biomedical Research and Precision Medicine (2024–2026),EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00328,ACADEMIC_STUDY,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00329,ACADEMIC_STUDY,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00330,ACADEMIC_STUDY,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00331,ACADEMIC_STUDY,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00332,ACADEMIC_STUDY,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00333,ACADEMIC_STUDY,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00334,ACADEMIC_STUDY,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00335,ACADEMIC_STUDY,LEGAL CHALLENGES IN THE ERA OF ARTIFICIAL INTELLIGENCE REGARDING PATIENTS' RIGHTS: LESSON FOR VIETNAMESE MEDICAL STUDENTS,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00336,ACADEMIC_STUDY,LEGAL CHALLENGES IN THE ERA OF ARTIFICIAL INTELLIGENCE REGARDING PATIENTS' RIGHTS: LESSON FOR VIETNAMESE MEDICAL STUDENTS,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00337,ACADEMIC_STUDY,"PREreview of ""Long-read sequencing of Mycobacterial tuberculosis is comparable to short-read sequencing for antimicrobial resistance prediction and epidemiological studies""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00338,ACADEMIC_STUDY,"PREreview of ""Long-read sequencing of Mycobacterial tuberculosis is comparable to short-read sequencing for antimicrobial resistance prediction and epidemiological studies""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00339,ACADEMIC_STUDY,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00340,ACADEMIC_STUDY,"PREreview of ""SARS-CoV-2 Introductions into Lao PDR Revealed by Genomic Surveillance, 2021–2024""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00341,ACADEMIC_STUDY,"PREreview of ""SARS-CoV-2 Introductions into Lao PDR Revealed by Genomic Surveillance, 2021–2024""",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00342,ACADEMIC_STUDY,From Data to Decisions: An AI/IT Intelligence Architecture for Asset-Light International Trading SMEs,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
